sentence_id,word,tag
181,headache,B-SYMPTOM
181,during,O
181,the,O
181,course,O
181,of,O
181,5mg,B-DOSAGE
181,of,O
181,DrugX,O
182,Patients,O
182,experienced,O
182,cough,B-SYMPTOM
182,during,O
182,the,O
182,course,O
182,of,O
182,100mg,B-DOSAGE
182,of,O
182,DrugC,O
183,Patients,O
183,experienced,O
183,cough,B-SYMPTOM
183,during,O
183,the,O
183,course,O
183,of,O
183,250mg,B-DOSAGE
183,of,O
183,DrugB,O
184,Patients,O
184,experienced,O
184,fever,B-SYMPTOM
184,after,O
184,administration,O
184,of,O
184,10mg,B-DOSAGE
184,of,O
184,DrugA,O
185,Patients,O
185,experienced,O
185,fever,B-SYMPTOM
185,following,O
185,100mg,B-DOSAGE
185,of,O
185,DrugX,O
186,Patients,O
186,experienced,O
186,rash,B-SYMPTOM
186,following,O
186,100mg,B-DOSAGE
186,of,O
186,DrugA,O
187,Patients,O
187,experienced,O
187,cough,B-SYMPTOM
187,following,O
187,5mg,B-DOSAGE
187,of,O
187,DrugX,O
188,Patients,O
188,experienced,O
188,headache,B-SYMPTOM
188,after,O
188,administration,O
188,of,O
188,5mg,B-DOSAGE
188,of,O
188,DrugY,O
189,Patients,O
189,experienced,O
189,headache,B-SYMPTOM
189,during,O
189,the,O
189,course,O
189,of,O
189,5mg,B-DOSAGE
189,of,O
189,DrugX,O
190,Patients,O
190,experienced,O
190,headache,B-SYMPTOM
190,after,O
190,administration,O
190,of,O
190,10mg,B-DOSAGE
190,of,O
190,DrugE,O
191,Patients,O
191,experienced,O
191,vomiting,B-SYMPTOM
191,after,O
191,taking,O
191,100mg,B-DOSAGE
191,of,O
191,DrugB,O
192,Patients,O
192,experienced,O
192,rash,B-SYMPTOM
192,post-treatment,O
192,with,O
192,10mg,B-DOSAGE
192,of,O
192,DrugC,O
193,Patients,O
193,experienced,O
193,nausea,B-SYMPTOM
193,post-treatment,O
193,with,O
193,200mg,B-DOSAGE
193,of,O
193,DrugY,O
194,Patients,O
194,experienced,O
194,rash,B-SYMPTOM
194,after,O
194,taking,O
194,500mg,B-DOSAGE
194,of,O
194,DrugY,O
195,Patients,O
195,experienced,O
195,rash,B-SYMPTOM
195,following,O
195,100mg,B-DOSAGE
195,of,O
195,DrugD,O
196,Patients,O
196,experienced,O
196,fatigue,B-SYMPTOM
196,during,O
196,the,O
196,course,O
196,of,O
196,5mg,B-DOSAGE
196,of,O
196,DrugE,O
197,Patients,O
197,experienced,O
197,fever,B-SYMPTOM
197,during,O
197,the,O
197,course,O
197,of,O
197,10mg,B-DOSAGE
197,of,O
197,DrugA,O
198,Patients,O
198,experienced,O
198,headache,B-SYMPTOM
198,following,O
198,50mg,B-DOSAGE
198,of,O
198,DrugB,O
199,Patients,O
199,experienced,O
199,nausea,B-SYMPTOM
199,after,O
199,administration,O
199,of,O
199,75mg,B-DOSAGE
199,of,O
199,DrugZ,O
200,Patients,O
200,experienced,O
200,dizziness,B-SYMPTOM
200,after,O
200,administration,O
200,of,O
200,250mg,B-DOSAGE
200,of,O
200,DrugA,O
201,Patients,O
201,experienced,O
201,cough,B-SYMPTOM
201,during,O
201,the,O
201,course,O
201,of,O
201,5mg,B-DOSAGE
201,of,O
201,DrugA,O
202,Patients,O
202,experienced,O
202,dizziness,B-SYMPTOM
202,following,O
202,100mg,B-DOSAGE
202,of,O
202,DrugD,O
203,Patients,O
203,experienced,O
203,nausea,B-SYMPTOM
203,following,O
203,75mg,B-DOSAGE
203,of,O
203,DrugA,O
204,Patients,O
204,experienced,O
204,dizziness,B-SYMPTOM
204,post-treatment,O
204,with,O
204,50mg,B-DOSAGE
204,of,O
204,DrugC,O
205,Patients,O
205,experienced,O
205,nausea,B-SYMPTOM
205,following,O
205,500mg,B-DOSAGE
205,of,O
205,DrugE,O
206,Patients,O
206,experienced,O
206,cough,B-SYMPTOM
206,following,O
206,75mg,B-DOSAGE
206,of,O
206,DrugD,O
207,Patients,O
207,experienced,O
207,vomiting,B-SYMPTOM
207,after,O
207,administration,O
207,of,O
207,75mg,B-DOSAGE
207,of,O
207,DrugD,O
208,Patients,O
208,experienced,O
208,nausea,B-SYMPTOM
208,after,O
208,administration,O
208,of,O
208,250mg,B-DOSAGE
208,of,O
208,DrugE,O
209,Patients,O
209,experienced,O
209,dizziness,B-SYMPTOM
209,during,O
209,the,O
209,course,O
209,of,O
209,100mg,B-DOSAGE
209,of,O
209,DrugY,O
210,Patients,O
210,experienced,O
210,fatigue,B-SYMPTOM
210,after,O
210,taking,O
210,250mg,B-DOSAGE
210,of,O
210,DrugD,O
211,Patients,O
211,experienced,O
211,fatigue,B-SYMPTOM
211,after,O
211,administration,O
211,of,O
211,200mg,B-DOSAGE
211,of,O
211,DrugD,O
212,Patients,O
212,experienced,O
212,cough,B-SYMPTOM
212,after,O
212,taking,O
212,200mg,B-DOSAGE
212,of,O
212,DrugE,O
213,Patients,O
213,experienced,O
213,dizziness,B-SYMPTOM
213,following,O
213,500mg,B-DOSAGE
213,of,O
213,DrugZ,O
214,Patients,O
214,experienced,O
214,fever,B-SYMPTOM
214,after,O
214,taking,O
214,5mg,B-DOSAGE
214,of,O
214,DrugC,O
215,Patients,O
215,experienced,O
215,nausea,B-SYMPTOM
215,after,O
215,administration,O
215,of,O
215,500mg,B-DOSAGE
215,of,O
215,DrugY,O
216,Patients,O
216,experienced,O
216,headache,B-SYMPTOM
216,after,O
216,administration,O
216,of,O
216,5mg,B-DOSAGE
216,of,O
216,DrugX,O
217,Patients,O
217,experienced,O
217,nausea,B-SYMPTOM
217,post-treatment,O
217,with,O
217,100mg,B-DOSAGE
217,of,O
217,DrugZ,O
218,Patients,O
218,experienced,O
218,dizziness,B-SYMPTOM
218,during,O
218,the,O
218,course,O
218,of,O
218,500mg,B-DOSAGE
218,of,O
218,DrugC,O
219,Patients,O
219,experienced,O
219,rash,B-SYMPTOM
219,after,O
219,administration,O
219,of,O
219,200mg,B-DOSAGE
219,of,O
219,DrugX,O
220,Patients,O
220,experienced,O
220,nausea,B-SYMPTOM
220,after,O
220,taking,O
220,10mg,B-DOSAGE
220,of,O
220,DrugD,O
221,Patients,O
221,experienced,O
221,dizziness,B-SYMPTOM
221,following,O
221,5mg,B-DOSAGE
221,of,O
221,DrugA,O
222,Patients,O
222,experienced,O
222,fatigue,B-SYMPTOM
222,following,O
222,250mg,B-DOSAGE
222,of,O
222,DrugX,O
223,Patients,O
223,experienced,O
223,headache,B-SYMPTOM
223,during,O
223,the,O
223,course,O
223,of,O
223,500mg,B-DOSAGE
223,of,O
223,DrugA,O
224,Patients,O
224,experienced,O
224,dizziness,B-SYMPTOM
224,after,O
224,taking,O
224,500mg,B-DOSAGE
224,of,O
224,DrugX,O
225,Patients,O
225,experienced,O
225,rash,B-SYMPTOM
225,after,O
225,administration,O
225,of,O
225,75mg,B-DOSAGE
225,of,O
225,DrugC,O
226,Patients,O
226,experienced,O
226,dizziness,B-SYMPTOM
226,after,O
226,administration,O
226,of,O
226,200mg,B-DOSAGE
226,of,O
226,DrugB,O
227,Patients,O
227,experienced,O
227,vomiting,B-SYMPTOM
227,after,O
227,administration,O
227,of,O
227,10mg,B-DOSAGE
227,of,O
227,DrugC,O
228,Patients,O
228,experienced,O
228,vomiting,B-SYMPTOM
228,following,O
228,200mg,B-DOSAGE
228,of,O
228,DrugD,O
229,Patients,O
229,experienced,O
229,nausea,B-SYMPTOM
229,during,O
229,the,O
229,course,O
229,of,O
229,10mg,B-DOSAGE
229,of,O
229,DrugZ,O
230,Patients,O
230,experienced,O
230,nausea,B-SYMPTOM
230,post-treatment,O
230,with,O
230,10mg,B-DOSAGE
230,of,O
230,DrugD,O
231,Patients,O
231,experienced,O
231,vomiting,B-SYMPTOM
231,after,O
231,administration,O
231,of,O
231,250mg,B-DOSAGE
231,of,O
231,DrugE,O
232,Patients,O
232,experienced,O
232,cough,B-SYMPTOM
232,post-treatment,O
232,with,O
232,75mg,B-DOSAGE
232,of,O
232,DrugZ,O
233,Patients,O
233,experienced,O
233,cough,B-SYMPTOM
233,after,O
233,administration,O
233,of,O
233,100mg,B-DOSAGE
233,of,O
233,DrugA,O
234,Patients,O
234,experienced,O
234,dizziness,B-SYMPTOM
234,after,O
234,administration,O
234,of,O
234,50mg,B-DOSAGE
234,of,O
234,DrugE,O
235,Patients,O
235,experienced,O
235,dizziness,B-SYMPTOM
235,during,O
235,the,O
235,course,O
235,of,O
235,75mg,B-DOSAGE
235,of,O
235,DrugB,O
236,Patients,O
236,experienced,O
236,headache,B-SYMPTOM
236,after,O
236,taking,O
236,75mg,B-DOSAGE
236,of,O
236,DrugD,O
237,Patients,O
237,experienced,O
237,fatigue,B-SYMPTOM
237,after,O
237,administration,O
237,of,O
237,500mg,B-DOSAGE
237,of,O
237,DrugC,O
238,Patients,O
238,experienced,O
238,nausea,B-SYMPTOM
238,during,O
238,the,O
238,course,O
238,of,O
238,100mg,B-DOSAGE
238,of,O
238,DrugE,O
239,Patients,O
239,experienced,O
239,cough,B-SYMPTOM
239,after,O
239,administration,O
239,of,O
239,75mg,B-DOSAGE
239,of,O
239,DrugB,O
240,Patients,O
240,experienced,O
240,dizziness,B-SYMPTOM
240,following,O
240,500mg,B-DOSAGE
240,of,O
240,DrugB,O
241,Patients,O
241,experienced,O
241,rash,B-SYMPTOM
241,post-treatment,O
241,with,O
241,500mg,B-DOSAGE
241,of,O
241,DrugB,O
242,Patients,O
242,experienced,O
242,rash,B-SYMPTOM
242,post-treatment,O
242,with,O
242,100mg,B-DOSAGE
242,of,O
242,DrugB,O
243,Patients,O
243,experienced,O
243,fever,B-SYMPTOM
243,during,O
243,the,O
243,course,O
243,of,O
243,5mg,B-DOSAGE
243,of,O
243,DrugE,O
244,Patients,O
244,experienced,O
244,fatigue,B-SYMPTOM
244,following,O
244,10mg,B-DOSAGE
244,of,O
244,DrugY,O
245,Patients,O
245,experienced,O
245,fever,B-SYMPTOM
245,after,O
245,taking,O
245,500mg,B-DOSAGE
245,of,O
245,DrugB,O
246,Patients,O
246,experienced,O
246,nausea,B-SYMPTOM
246,during,O
246,the,O
246,course,O
246,of,O
246,250mg,B-DOSAGE
246,of,O
246,DrugY,O
247,Patients,O
247,experienced,O
247,fever,B-SYMPTOM
247,post-treatment,O
247,with,O
247,5mg,B-DOSAGE
247,of,O
247,DrugC,O
248,Patients,O
248,experienced,O
248,fatigue,B-SYMPTOM
248,following,O
248,500mg,B-DOSAGE
248,of,O
248,DrugA,O
249,Patients,O
249,experienced,O
249,fatigue,B-SYMPTOM
249,during,O
249,the,O
249,course,O
249,of,O
249,200mg,B-DOSAGE
249,of,O
249,DrugC,O
250,Patients,O
250,experienced,O
250,cough,B-SYMPTOM
250,following,O
250,75mg,B-DOSAGE
250,of,O
250,DrugZ,O
251,Patients,O
251,experienced,O
251,fever,B-SYMPTOM
251,during,O
251,the,O
251,course,O
251,of,O
251,5mg,B-DOSAGE
251,of,O
251,DrugX,O
252,Patients,O
252,experienced,O
252,cough,B-SYMPTOM
252,during,O
252,the,O
252,course,O
252,of,O
252,50mg,B-DOSAGE
252,of,O
252,DrugC,O
253,Patients,O
253,experienced,O
253,headache,B-SYMPTOM
253,post-treatment,O
253,with,O
253,100mg,B-DOSAGE
253,of,O
253,DrugB,O
254,Patients,O
254,experienced,O
254,fever,B-SYMPTOM
254,after,O
254,administration,O
254,of,O
254,10mg,B-DOSAGE
254,of,O
254,DrugB,O
255,Patients,O
255,experienced,O
255,nausea,B-SYMPTOM
255,after,O
255,taking,O
255,75mg,B-DOSAGE
255,of,O
255,DrugX,O
256,Patients,O
256,experienced,O
256,fatigue,B-SYMPTOM
256,after,O
256,administration,O
256,of,O
256,5mg,B-DOSAGE
256,of,O
256,DrugD,O
257,Patients,O
257,experienced,O
257,fatigue,B-SYMPTOM
257,post-treatment,O
257,with,O
257,10mg,B-DOSAGE
257,of,O
257,DrugA,O
258,Patients,O
258,experienced,O
258,nausea,B-SYMPTOM
258,during,O
258,the,O
258,course,O
258,of,O
258,50mg,B-DOSAGE
258,of,O
258,DrugY,O
259,Patients,O
259,experienced,O
259,fatigue,B-SYMPTOM
259,following,O
259,500mg,B-DOSAGE
259,of,O
259,DrugD,O
260,Patients,O
260,experienced,O
260,headache,B-SYMPTOM
260,after,O
260,administration,O
260,of,O
260,200mg,B-DOSAGE
260,of,O
260,DrugB,O
261,Patients,O
261,experienced,O
261,rash,B-SYMPTOM
261,post-treatment,O
261,with,O
261,75mg,B-DOSAGE
261,of,O
261,DrugA,O
262,Patients,O
262,experienced,O
262,vomiting,B-SYMPTOM
262,following,O
262,500mg,B-DOSAGE
262,of,O
262,DrugC,O
263,Patients,O
263,experienced,O
263,vomiting,B-SYMPTOM
263,after,O
263,taking,O
263,10mg,B-DOSAGE
263,of,O
263,DrugE,O
264,Patients,O
264,experienced,O
264,dizziness,B-SYMPTOM
264,after,O
264,taking,O
264,100mg,B-DOSAGE
264,of,O
264,DrugE,O
265,Patients,O
265,experienced,O
265,rash,B-SYMPTOM
265,following,O
265,50mg,B-DOSAGE
265,of,O
265,DrugX,O
266,Patients,O
266,experienced,O
266,dizziness,B-SYMPTOM
266,following,O
266,100mg,B-DOSAGE
266,of,O
266,DrugX,O
267,Patients,O
267,experienced,O
267,rash,B-SYMPTOM
267,after,O
267,administration,O
267,of,O
267,250mg,B-DOSAGE
267,of,O
267,DrugB,O
268,Patients,O
268,experienced,O
268,fatigue,B-SYMPTOM
268,post-treatment,O
268,with,O
268,50mg,B-DOSAGE
268,of,O
268,DrugB,O
269,Patients,O
269,experienced,O
269,rash,B-SYMPTOM
269,during,O
269,the,O
269,course,O
269,of,O
269,75mg,B-DOSAGE
269,of,O
269,DrugC,O
270,Patients,O
270,experienced,O
270,rash,B-SYMPTOM
270,during,O
270,the,O
270,course,O
270,of,O
270,200mg,B-DOSAGE
270,of,O
270,DrugD,O
271,Patients,O
271,experienced,O
271,cough,B-SYMPTOM
271,following,O
271,500mg,B-DOSAGE
271,of,O
271,DrugC,O
272,Patients,O
272,experienced,O
272,vomiting,B-SYMPTOM
272,post-treatment,O
272,with,O
272,75mg,B-DOSAGE
272,of,O
272,DrugD,O
273,Patients,O
273,experienced,O
273,nausea,B-SYMPTOM
273,following,O
273,10mg,B-DOSAGE
273,of,O
273,DrugZ,O
274,Patients,O
274,experienced,O
274,fatigue,B-SYMPTOM
274,after,O
274,taking,O
274,100mg,B-DOSAGE
274,of,O
274,DrugB,O
275,Patients,O
275,experienced,O
275,headache,B-SYMPTOM
275,after,O
275,administration,O
275,of,O
275,75mg,B-DOSAGE
275,of,O
275,DrugE,O
276,Patients,O
276,experienced,O
276,fatigue,B-SYMPTOM
276,during,O
276,the,O
276,course,O
276,of,O
276,250mg,B-DOSAGE
276,of,O
276,DrugB,O
277,Patients,O
277,experienced,O
277,dizziness,B-SYMPTOM
277,post-treatment,O
277,with,O
277,10mg,B-DOSAGE
277,of,O
277,DrugY,O
278,Patients,O
278,experienced,O
278,headache,B-SYMPTOM
278,after,O
278,administration,O
278,of,O
278,500mg,B-DOSAGE
278,of,O
278,DrugC,O
279,Patients,O
279,experienced,O
279,cough,B-SYMPTOM
279,during,O
279,the,O
279,course,O
279,of,O
279,250mg,B-DOSAGE
279,of,O
279,DrugD,O
280,Patients,O
280,experienced,O
280,fever,B-SYMPTOM
280,during,O
280,the,O
280,course,O
280,of,O
280,5mg,B-DOSAGE
280,of,O
280,DrugA,O
281,Patients,O
281,experienced,O
281,dizziness,B-SYMPTOM
281,post-treatment,O
281,with,O
281,250mg,B-DOSAGE
281,of,O
281,DrugB,O
282,Patients,O
282,experienced,O
282,rash,B-SYMPTOM
282,during,O
282,the,O
282,course,O
282,of,O
282,50mg,B-DOSAGE
282,of,O
282,DrugX,O
283,Patients,O
283,experienced,O
283,fever,B-SYMPTOM
283,after,O
283,taking,O
283,100mg,B-DOSAGE
283,of,O
283,DrugC,O
284,Patients,O
284,experienced,O
284,headache,B-SYMPTOM
284,after,O
284,taking,O
284,100mg,B-DOSAGE
284,of,O
284,DrugA,O
285,Patients,O
285,experienced,O
285,dizziness,B-SYMPTOM
285,during,O
285,the,O
285,course,O
285,of,O
285,500mg,B-DOSAGE
285,of,O
285,DrugE,O
286,Patients,O
286,experienced,O
286,fatigue,B-SYMPTOM
286,during,O
286,the,O
286,course,O
286,of,O
286,500mg,B-DOSAGE
286,of,O
286,DrugX,O
287,Patients,O
287,experienced,O
287,dizziness,B-SYMPTOM
287,following,O
287,50mg,B-DOSAGE
287,of,O
287,DrugE,O
288,Patients,O
288,experienced,O
288,headache,B-SYMPTOM
288,post-treatment,O
288,with,O
288,50mg,B-DOSAGE
288,of,O
288,DrugY,O
289,Patients,O
289,experienced,O
289,headache,B-SYMPTOM
289,after,O
289,administration,O
289,of,O
289,250mg,B-DOSAGE
289,of,O
289,DrugE,O
290,Patients,O
290,experienced,O
290,rash,B-SYMPTOM
290,post-treatment,O
290,with,O
290,200mg,B-DOSAGE
290,of,O
290,DrugC,O
291,Patients,O
291,experienced,O
291,cough,B-SYMPTOM
291,following,O
291,200mg,B-DOSAGE
291,of,O
291,DrugX,O
292,Patients,O
292,experienced,O
292,vomiting,B-SYMPTOM
292,after,O
292,administration,O
292,of,O
292,250mg,B-DOSAGE
292,of,O
292,DrugZ,O
293,Patients,O
293,experienced,O
293,vomiting,B-SYMPTOM
293,after,O
293,administration,O
293,of,O
293,10mg,B-DOSAGE
293,of,O
293,DrugA,O
294,Patients,O
294,experienced,O
294,rash,B-SYMPTOM
294,during,O
294,the,O
294,course,O
294,of,O
294,200mg,B-DOSAGE
294,of,O
294,DrugX,O
295,Patients,O
295,experienced,O
295,cough,B-SYMPTOM
295,after,O
295,taking,O
295,250mg,B-DOSAGE
295,of,O
295,DrugY,O
296,Patients,O
296,experienced,O
296,rash,B-SYMPTOM
296,during,O
296,the,O
296,course,O
296,of,O
296,250mg,B-DOSAGE
296,of,O
296,DrugA,O
297,Patients,O
297,experienced,O
297,rash,B-SYMPTOM
297,after,O
297,administration,O
297,of,O
297,5mg,B-DOSAGE
297,of,O
297,DrugD,O
298,Patients,O
298,experienced,O
298,fever,B-SYMPTOM
298,following,O
298,500mg,B-DOSAGE
298,of,O
298,DrugZ,O
299,Patients,O
299,experienced,O
299,headache,B-SYMPTOM
299,post-treatment,O
299,with,O
299,5mg,B-DOSAGE
299,of,O
299,DrugD,O
300,Patients,O
300,experienced,O
300,nausea,B-SYMPTOM
300,during,O
300,the,O
300,course,O
300,of,O
300,75mg,B-DOSAGE
300,of,O
300,DrugE,O
301,Patients,O
301,experienced,O
301,fatigue,B-SYMPTOM
301,during,O
301,the,O
301,course,O
301,of,O
301,50mg,B-DOSAGE
301,of,O
301,DrugE,O
302,Patients,O
302,experienced,O
302,fever,B-SYMPTOM
302,after,O
302,administration,O
302,of,O
302,100mg,B-DOSAGE
302,of,O
302,DrugB,O
303,Patients,O
303,experienced,O
303,dizziness,B-SYMPTOM
303,after,O
303,administration,O
303,of,O
303,10mg,B-DOSAGE
303,of,O
303,DrugA,O
304,Patients,O
304,experienced,O
304,dizziness,B-SYMPTOM
304,post-treatment,O
304,with,O
304,75mg,B-DOSAGE
304,of,O
304,DrugD,O
305,Patients,O
305,experienced,O
305,fever,B-SYMPTOM
305,after,O
305,taking,O
305,200mg,B-DOSAGE
305,of,O
305,DrugC,O
306,Patients,O
306,experienced,O
306,headache,B-SYMPTOM
306,post-treatment,O
306,with,O
306,10mg,B-DOSAGE
306,of,O
306,DrugD,O
307,Patients,O
307,experienced,O
307,nausea,B-SYMPTOM
307,after,O
307,taking,O
307,100mg,B-DOSAGE
307,of,O
307,DrugZ,O
308,Patients,O
308,experienced,O
308,vomiting,B-SYMPTOM
308,post-treatment,O
308,with,O
308,250mg,B-DOSAGE
308,of,O
308,DrugA,O
309,Patients,O
309,experienced,O
309,nausea,B-SYMPTOM
309,after,O
309,taking,O
309,50mg,B-DOSAGE
309,of,O
309,DrugC,O
310,Patients,O
310,experienced,O
310,fatigue,B-SYMPTOM
310,after,O
310,administration,O
310,of,O
310,10mg,B-DOSAGE
310,of,O
310,DrugA,O
311,Patients,O
311,experienced,O
311,dizziness,B-SYMPTOM
311,during,O
311,the,O
311,course,O
311,of,O
311,5mg,B-DOSAGE
311,of,O
311,DrugZ,O
312,Patients,O
312,experienced,O
312,cough,B-SYMPTOM
312,after,O
312,administration,O
312,of,O
312,75mg,B-DOSAGE
312,of,O
312,DrugC,O
313,Patients,O
313,experienced,O
313,vomiting,B-SYMPTOM
313,post-treatment,O
313,with,O
313,5mg,B-DOSAGE
313,of,O
313,DrugC,O
314,Patients,O
314,experienced,O
314,vomiting,B-SYMPTOM
314,post-treatment,O
314,with,O
314,200mg,B-DOSAGE
314,of,O
314,DrugX,O
315,Patients,O
315,experienced,O
315,rash,B-SYMPTOM
315,after,O
315,administration,O
315,of,O
315,75mg,B-DOSAGE
315,of,O
315,DrugA,O
316,Patients,O
316,experienced,O
316,vomiting,B-SYMPTOM
316,post-treatment,O
316,with,O
316,250mg,B-DOSAGE
316,of,O
316,DrugX,O
317,Patients,O
317,experienced,O
317,dizziness,B-SYMPTOM
317,during,O
317,the,O
317,course,O
317,of,O
317,10mg,B-DOSAGE
317,of,O
317,DrugA,O
318,Patients,O
318,experienced,O
318,nausea,B-SYMPTOM
318,after,O
318,administration,O
318,of,O
318,75mg,B-DOSAGE
318,of,O
318,DrugB,O
319,Patients,O
319,experienced,O
319,dizziness,B-SYMPTOM
319,after,O
319,administration,O
319,of,O
319,100mg,B-DOSAGE
319,of,O
319,DrugC,O
320,Patients,O
320,experienced,O
320,fever,B-SYMPTOM
320,during,O
320,the,O
320,course,O
320,of,O
320,100mg,B-DOSAGE
320,of,O
320,DrugX,O
321,Patients,O
321,experienced,O
321,fever,B-SYMPTOM
321,during,O
321,the,O
321,course,O
321,of,O
321,250mg,B-DOSAGE
321,of,O
321,DrugY,O
322,Patients,O
322,experienced,O
322,nausea,B-SYMPTOM
322,post-treatment,O
322,with,O
322,5mg,B-DOSAGE
322,of,O
322,DrugX,O
323,Patients,O
323,experienced,O
323,fatigue,B-SYMPTOM
323,during,O
323,the,O
323,course,O
323,of,O
323,500mg,B-DOSAGE
323,of,O
323,DrugA,O
324,Patients,O
324,experienced,O
324,nausea,B-SYMPTOM
324,during,O
324,the,O
324,course,O
324,of,O
324,200mg,B-DOSAGE
324,of,O
324,DrugE,O
325,Patients,O
325,experienced,O
325,dizziness,B-SYMPTOM
325,following,O
325,5mg,B-DOSAGE
325,of,O
325,DrugB,O
326,Patients,O
326,experienced,O
326,fever,B-SYMPTOM
326,following,O
326,250mg,B-DOSAGE
326,of,O
326,DrugD,O
327,Patients,O
327,experienced,O
327,fatigue,B-SYMPTOM
327,after,O
327,taking,O
327,100mg,B-DOSAGE
327,of,O
327,DrugY,O
328,Patients,O
328,experienced,O
328,rash,B-SYMPTOM
328,during,O
328,the,O
328,course,O
328,of,O
328,200mg,B-DOSAGE
328,of,O
328,DrugA,O
329,Patients,O
329,experienced,O
329,cough,B-SYMPTOM
329,during,O
329,the,O
329,course,O
329,of,O
329,100mg,B-DOSAGE
329,of,O
329,DrugX,O
330,Patients,O
330,experienced,O
330,vomiting,B-SYMPTOM
330,following,O
330,75mg,B-DOSAGE
330,of,O
330,DrugY,O
331,Patients,O
331,experienced,O
331,fever,B-SYMPTOM
331,after,O
331,taking,O
331,250mg,B-DOSAGE
331,of,O
331,DrugE,O
332,Patients,O
332,experienced,O
332,rash,B-SYMPTOM
332,post-treatment,O
332,with,O
332,75mg,B-DOSAGE
332,of,O
332,DrugZ,O
333,Patients,O
333,experienced,O
333,nausea,B-SYMPTOM
333,after,O
333,administration,O
333,of,O
333,200mg,B-DOSAGE
333,of,O
333,DrugC,O
334,Patients,O
334,experienced,O
334,nausea,B-SYMPTOM
334,during,O
334,the,O
334,course,O
334,of,O
334,200mg,B-DOSAGE
334,of,O
334,DrugB,O
335,Patients,O
335,experienced,O
335,fever,B-SYMPTOM
335,following,O
335,5mg,B-DOSAGE
335,of,O
335,DrugC,O
336,Patients,O
336,experienced,O
336,headache,B-SYMPTOM
336,following,O
336,10mg,B-DOSAGE
336,of,O
336,DrugX,O
337,Patients,O
337,experienced,O
337,cough,B-SYMPTOM
337,post-treatment,O
337,with,O
337,250mg,B-DOSAGE
337,of,O
337,DrugC,O
338,Patients,O
338,experienced,O
338,fever,B-SYMPTOM
338,post-treatment,O
338,with,O
338,75mg,B-DOSAGE
338,of,O
338,DrugY,O
339,Patients,O
339,experienced,O
339,dizziness,B-SYMPTOM
339,after,O
339,taking,O
339,50mg,B-DOSAGE
339,of,O
339,DrugD,O
340,Patients,O
340,experienced,O
340,vomiting,B-SYMPTOM
340,post-treatment,O
340,with,O
340,10mg,B-DOSAGE
340,of,O
340,DrugA,O
341,Patients,O
341,experienced,O
341,vomiting,B-SYMPTOM
341,post-treatment,O
341,with,O
341,50mg,B-DOSAGE
341,of,O
341,DrugE,O
342,Patients,O
342,experienced,O
342,fatigue,B-SYMPTOM
342,following,O
342,5mg,B-DOSAGE
342,of,O
342,DrugE,O
343,Patients,O
343,experienced,O
343,vomiting,B-SYMPTOM
343,during,O
343,the,O
343,course,O
343,of,O
343,100mg,B-DOSAGE
343,of,O
343,DrugA,O
344,Patients,O
344,experienced,O
344,fever,B-SYMPTOM
344,after,O
344,taking,O
344,50mg,B-DOSAGE
344,of,O
344,DrugA,O
345,Patients,O
345,experienced,O
345,fever,B-SYMPTOM
345,during,O
345,the,O
345,course,O
345,of,O
345,5mg,B-DOSAGE
345,of,O
345,DrugC,O
346,Patients,O
346,experienced,O
346,nausea,B-SYMPTOM
346,post-treatment,O
346,with,O
346,75mg,B-DOSAGE
346,of,O
346,DrugA,O
347,Patients,O
347,experienced,O
347,fatigue,B-SYMPTOM
347,after,O
347,administration,O
347,of,O
347,100mg,B-DOSAGE
347,of,O
347,DrugX,O
348,Patients,O
348,experienced,O
348,nausea,B-SYMPTOM
348,post-treatment,O
348,with,O
348,100mg,B-DOSAGE
348,of,O
348,DrugA,O
349,Patients,O
349,experienced,O
349,cough,B-SYMPTOM
349,after,O
349,administration,O
349,of,O
349,200mg,B-DOSAGE
349,of,O
349,DrugB,O
350,Patients,O
350,experienced,O
350,headache,B-SYMPTOM
350,during,O
350,the,O
350,course,O
350,of,O
350,100mg,B-DOSAGE
350,of,O
350,DrugC,O
351,Patients,O
351,experienced,O
351,cough,B-SYMPTOM
351,post-treatment,O
351,with,O
351,500mg,B-DOSAGE
351,of,O
351,DrugA,O
352,Patients,O
352,experienced,O
352,fatigue,B-SYMPTOM
352,post-treatment,O
352,with,O
352,200mg,B-DOSAGE
352,of,O
352,DrugE,O
353,Patients,O
353,experienced,O
353,rash,B-SYMPTOM
353,post-treatment,O
353,with,O
353,5mg,B-DOSAGE
353,of,O
353,DrugD,O
354,Patients,O
354,experienced,O
354,nausea,B-SYMPTOM
354,after,O
354,administration,O
354,of,O
354,5mg,B-DOSAGE
354,of,O
354,DrugZ,O
355,Patients,O
355,experienced,O
355,fatigue,B-SYMPTOM
355,post-treatment,O
355,with,O
355,500mg,B-DOSAGE
355,of,O
355,DrugA,O
356,Patients,O
356,experienced,O
356,fever,B-SYMPTOM
356,after,O
356,taking,O
356,250mg,B-DOSAGE
356,of,O
356,DrugX,O
357,Patients,O
357,experienced,O
357,fatigue,B-SYMPTOM
357,after,O
357,administration,O
357,of,O
357,200mg,B-DOSAGE
357,of,O
357,DrugY,O
358,Patients,O
358,experienced,O
358,cough,B-SYMPTOM
358,after,O
358,administration,O
358,of,O
358,10mg,B-DOSAGE
358,of,O
358,DrugA,O
359,Patients,O
359,experienced,O
359,cough,B-SYMPTOM
359,post-treatment,O
359,with,O
